"epsilon.N","epsilon.S","Gamma_re","Gamma_ce","Eta_re.N","Eta_ce.N","Eta_re.S","Eta_ce.S","val.param.N","val.param.S","lrng.re.N","lrng.ce.N","lrng.re.S","lrng.ce.S","alfa.N","alfa.S","MSPE.GDP.N","MSPE.Y_ce.N","MSPE.Y_re.N","MSPE.GDP.S","MSPE.Y_ce.S","MSPE.Y_re.S","MSPE.all","seq"
1.1585,2.2554,0.0177,0.0297,1.2587,0.1987,0.0222,0.0068,1.3134,0.85,0,0,0,0,0.0998,0.4997,0.213192314482679,0.0371672210096548,0.0303284749891097,0.1539897156454,0.138109662910505,0.0102303475816769,0.0971696227698376,43
