"epsilon.N","epsilon.S","Gamma_re","Gamma_ce","Eta_re.N","Eta_ce.N","Eta_re.S","Eta_ce.S","val.param.N","val.param.S","lrng.re.N","lrng.ce.N","lrng.re.S","lrng.ce.S","alfa.N","alfa.S","MSPE.GDP.N","MSPE.Y_ce.N","MSPE.Y_re.N","MSPE.GDP.S","MSPE.Y_ce.S","MSPE.Y_re.S","MSPE.all","seq"
1.5035,1.9243,0.0116,0.0023,0.4707,0.8772,0.0484,0.0188,1.2371,0.9872,0,0,0,0,0.2799,0.3111,0.237253176076704,0.0355884521687111,0.0284368948567359,0.150876532339229,0.159541786275698,0.0094032289455933,0.103516678443779,14
