"epsilon.N","epsilon.S","Gamma_re","Gamma_ce","Eta_re.N","Eta_ce.N","Eta_re.S","Eta_ce.S","val.param.N","val.param.S","lrng.re.N","lrng.ce.N","lrng.re.S","lrng.ce.S","alfa.N","alfa.S","MSPE.GDP.N","MSPE.Y_ce.N","MSPE.Y_re.N","MSPE.GDP.S","MSPE.Y_ce.S","MSPE.Y_re.S","MSPE.all","seq"
1.9026,3.9771,0.0038,-0.0021,0.7422,0.9259,0.1064,0.0168,1.269,1.1539,0.3447,0.4317,0.5827,0.0767,0.2941,0.2679,0.0598681819180363,0.0412644148476211,0.0162261883740439,0.0333174077586648,0.0920742164673995,0.0064545430977233,0.0415341587439148,1
