"epsilon.N","epsilon.S","Gamma_re","Gamma_ce","Eta_re.N","Eta_ce.N","Eta_re.S","Eta_ce.S","val.param.N","val.param.S","lrng.re.N","lrng.ce.N","lrng.re.S","lrng.ce.S","alfa.N","alfa.S","MSPE.GDP.N","MSPE.Y_ce.N","MSPE.Y_re.N","MSPE.GDP.S","MSPE.Y_ce.S","MSPE.Y_re.S","MSPE.all","seq"
1.7173,4.171,0.0065,-8e-04,0.6216,0.6816,0.0804,0.0144,1.5,1.0082,0.0519,0.4831,0.5494,2e-04,0.2145,0.2289,0.0483382697227173,0.0383095610116107,0.00970899537030888,0.034852200034539,0.0854150248406743,0.00702907265027852,0.0372755206050214,3
